"","position","digit","color"
"955",955,"5","#48284A"
"956",956,"7","#3B1F2B"
"957",957,"7","#3B1F2B"
"958",958,"8","#DB162F"
"959",959,"0","#0B0033"
"960",960,"5","#48284A"
"961",961,"3","#815355"
"962",962,"2","#C3B299"
"963",963,"1","#376996"
"964",964,"7","#3B1F2B"
"965",965,"1","#376996"
"966",966,"2","#C3B299"
"967",967,"2","#C3B299"
"968",968,"6","#916C80"
"969",969,"8","#DB162F"
"970",970,"0","#0B0033"
"971",971,"6","#916C80"
"972",972,"6","#916C80"
"973",973,"1","#376996"
"974",974,"3","#815355"
"975",975,"0","#0B0033"
"976",976,"0","#0B0033"
"977",977,"1","#376996"
"978",978,"9","#5F758E"
"979",979,"2","#C3B299"
"980",980,"7","#3B1F2B"
"981",981,"8","#DB162F"
"982",982,"7","#3B1F2B"
"983",983,"6","#916C80"
"984",984,"6","#916C80"
"985",985,"1","#376996"
"986",986,"1","#376996"
"987",987,"1","#376996"
"988",988,"9","#5F758E"
"989",989,"5","#48284A"
"990",990,"9","#5F758E"
"991",991,"0","#0B0033"
"992",992,"9","#5F758E"
"993",993,"2","#C3B299"
"994",994,"1","#376996"
"995",995,"6","#916C80"
"996",996,"4","#C09BD8"
"997",997,"2","#C3B299"
"998",998,"0","#0B0033"
"999",999,"1","#376996"
"1000",1000,"9","#5F758E"
"1001",1001,"8","#DB162F"
"1002",1002,"9","#5F758E"
"1003",1003,"3","#815355"
"1004",1004,"8","#DB162F"
"1005",1005,"0","#0B0033"
"1006",1006,"9","#5F758E"
"1007",1007,"5","#48284A"
"1008",1008,"2","#C3B299"
"1009",1009,"5","#48284A"
"1010",1010,"7","#3B1F2B"
"1011",1011,"2","#C3B299"
"1012",1012,"0","#0B0033"
"1013",1013,"1","#376996"
"1014",1014,"0","#0B0033"
"1015",1015,"6","#916C80"
"1016",1016,"5","#48284A"
"1017",1017,"4","#C09BD8"
"1018",1018,"8","#DB162F"
"1019",1019,"5","#48284A"
"1020",1020,"8","#DB162F"
"1021",1021,"6","#916C80"
"1022",1022,"3","#815355"
"1023",1023,"2","#C3B299"
"1024",1024,"7","#3B1F2B"
"1025",1025,"8","#DB162F"
"1026",1026,"8","#DB162F"
"1027",1027,"6","#916C80"
"1028",1028,"5","#48284A"
"1029",1029,"9","#5F758E"
"1030",1030,"3","#815355"
"1031",1031,"6","#916C80"
"1032",1032,"1","#376996"
"1033",1033,"5","#48284A"
"1034",1034,"3","#815355"
"1035",1035,"3","#815355"
"1036",1036,"8","#DB162F"
"1037",1037,"1","#376996"
"1038",1038,"8","#DB162F"
"1039",1039,"2","#C3B299"
"1040",1040,"7","#3B1F2B"
"1041",1041,"9","#5F758E"
"1042",1042,"6","#916C80"
"1043",1043,"8","#DB162F"
"1044",1044,"2","#C3B299"
"1045",1045,"3","#815355"
"1046",1046,"0","#0B0033"
"1047",1047,"3","#815355"
"1048",1048,"0","#0B0033"
"1049",1049,"1","#376996"
"1050",1050,"9","#5F758E"
"1051",1051,"5","#48284A"
"1052",1052,"2","#C3B299"
"1053",1053,"0","#0B0033"
"1054",1054,"3","#815355"
"1055",1055,"5","#48284A"
"1056",1056,"3","#815355"
"1057",1057,"0","#0B0033"
"1058",1058,"1","#376996"
"1059",1059,"8","#DB162F"
"1060",1060,"5","#48284A"
"1061",1061,"2","#C3B299"
"1062",1062,"9","#5F758E"
"1063",1063,"6","#916C80"
"1064",1064,"8","#DB162F"
"1065",1065,"9","#5F758E"
"1066",1066,"9","#5F758E"
"1067",1067,"5","#48284A"
"1068",1068,"7","#3B1F2B"
"1069",1069,"7","#3B1F2B"
"1070",1070,"3","#815355"
"1071",1071,"6","#916C80"
"1072",1072,"2","#C3B299"
"1073",1073,"2","#C3B299"
"1074",1074,"5","#48284A"
"1075",1075,"9","#5F758E"
"1076",1076,"9","#5F758E"
"1077",1077,"4","#C09BD8"
"1078",1078,"1","#376996"
"1079",1079,"3","#815355"
"1080",1080,"8","#DB162F"
"1081",1081,"9","#5F758E"
"1082",1082,"1","#376996"
"1083",1083,"2","#C3B299"
"1084",1084,"4","#C09BD8"
"1085",1085,"9","#5F758E"
"1086",1086,"7","#3B1F2B"
"1087",1087,"2","#C3B299"
"1088",1088,"1","#376996"
"1089",1089,"7","#3B1F2B"
"1090",1090,"7","#3B1F2B"
"1091",1091,"5","#48284A"
"1092",1092,"2","#C3B299"
"1093",1093,"8","#DB162F"
"1094",1094,"3","#815355"
"1095",1095,"4","#C09BD8"
"1096",1096,"7","#3B1F2B"
"1097",1097,"9","#5F758E"
"1098",1098,"1","#376996"
"1099",1099,"3","#815355"
"1100",1100,"1","#376996"
"1101",1101,"5","#48284A"
"1102",1102,"1","#376996"
"1103",1103,"5","#48284A"
"1104",1104,"5","#48284A"
"1105",1105,"7","#3B1F2B"
"1106",1106,"4","#C09BD8"
"1107",1107,"8","#DB162F"
"1108",1108,"5","#48284A"
"1109",1109,"7","#3B1F2B"
"1110",1110,"2","#C3B299"
"1111",1111,"4","#C09BD8"
"1112",1112,"2","#C3B299"
"1113",1113,"4","#C09BD8"
"1114",1114,"5","#48284A"
"1115",1115,"4","#C09BD8"
"1116",1116,"1","#376996"
"1117",1117,"5","#48284A"
"1118",1118,"0","#0B0033"
"1119",1119,"6","#916C80"
"1120",1120,"9","#5F758E"
"1121",1121,"5","#48284A"
"1122",1122,"9","#5F758E"
"1123",1123,"5","#48284A"
"1124",1124,"0","#0B0033"
"1125",1125,"8","#DB162F"
"1126",1126,"2","#C3B299"
"1127",1127,"9","#5F758E"
"1128",1128,"5","#48284A"
"1129",1129,"3","#815355"
"1130",1130,"3","#815355"
"1131",1131,"1","#376996"
"1132",1132,"1","#376996"
"1133",1133,"6","#916C80"
"1134",1134,"8","#DB162F"
"1135",1135,"6","#916C80"
"1136",1136,"1","#376996"
"1137",1137,"7","#3B1F2B"
"1138",1138,"2","#C3B299"
"1139",1139,"7","#3B1F2B"
"1140",1140,"8","#DB162F"
"1141",1141,"5","#48284A"
"1142",1142,"5","#48284A"
"1143",1143,"8","#DB162F"
"1144",1144,"8","#DB162F"
"1145",1145,"9","#5F758E"
"1146",1146,"0","#0B0033"
"1147",1147,"7","#3B1F2B"
"1148",1148,"5","#48284A"
"1149",1149,"0","#0B0033"
"1150",1150,"9","#5F758E"
"1151",1151,"8","#DB162F"
"1152",1152,"3","#815355"
"1153",1153,"8","#DB162F"
"1154",1154,"1","#376996"
"1155",1155,"7","#3B1F2B"
"1156",1156,"5","#48284A"
"1157",1157,"4","#C09BD8"
"1158",1158,"6","#916C80"
"1159",1159,"3","#815355"
"1160",1160,"7","#3B1F2B"
"1161",1161,"4","#C09BD8"
"1162",1162,"6","#916C80"
"1163",1163,"4","#C09BD8"
"1164",1164,"9","#5F758E"
"1165",1165,"3","#815355"
"1166",1166,"9","#5F758E"
"1167",1167,"3","#815355"
"1168",1168,"1","#376996"
"1169",1169,"9","#5F758E"
"1170",1170,"2","#C3B299"
"1171",1171,"5","#48284A"
"1172",1172,"5","#48284A"
"1173",1173,"0","#0B0033"
"1174",1174,"6","#916C80"
"1175",1175,"0","#0B0033"
"1176",1176,"4","#C09BD8"
"1177",1177,"0","#0B0033"
"1178",1178,"0","#0B0033"
"1179",1179,"9","#5F758E"
"1180",1180,"2","#C3B299"
"1181",1181,"7","#3B1F2B"
"1182",1182,"7","#3B1F2B"
"1183",1183,"0","#0B0033"
"1184",1184,"1","#376996"
"1185",1185,"6","#916C80"
"1186",1186,"7","#3B1F2B"
"1187",1187,"1","#376996"
"1188",1188,"1","#376996"
"1189",1189,"3","#815355"
"1190",1190,"9","#5F758E"
"1191",1191,"0","#0B0033"
"1192",1192,"0","#0B0033"
"1193",1193,"9","#5F758E"
"1194",1194,"8","#DB162F"
"1195",1195,"4","#C09BD8"
"1196",1196,"8","#DB162F"
"1197",1197,"8","#DB162F"
"1198",1198,"2","#C3B299"
"1199",1199,"4","#C09BD8"
"1200",1200,"0","#0B0033"
"1201",1201,"1","#376996"
"1202",1202,"2","#C3B299"
"1203",1203,"8","#DB162F"
"1204",1204,"5","#48284A"
"1205",1205,"8","#DB162F"
"1206",1206,"3","#815355"
"1207",1207,"6","#916C80"
"1208",1208,"1","#376996"
"1209",1209,"6","#916C80"
"1210",1210,"0","#0B0033"
"1211",1211,"3","#815355"
"1212",1212,"5","#48284A"
"1213",1213,"6","#916C80"
"1214",1214,"3","#815355"
"1215",1215,"7","#3B1F2B"
"1216",1216,"0","#0B0033"
"1217",1217,"7","#3B1F2B"
"1218",1218,"6","#916C80"
"1219",1219,"6","#916C80"
"1220",1220,"0","#0B0033"
"1221",1221,"1","#376996"
"1222",1222,"0","#0B0033"
"1223",1223,"4","#C09BD8"
"1224",1224,"7","#3B1F2B"
"1225",1225,"1","#376996"
"1226",1226,"0","#0B0033"
"1227",1227,"1","#376996"
"1228",1228,"8","#DB162F"
"1229",1229,"1","#376996"
"1230",1230,"9","#5F758E"
"1231",1231,"4","#C09BD8"
"1232",1232,"2","#C3B299"
"1233",1233,"9","#5F758E"
"1234",1234,"5","#48284A"
"1235",1235,"5","#48284A"
"1236",1236,"5","#48284A"
"1237",1237,"9","#5F758E"
"1238",1238,"6","#916C80"
"1239",1239,"1","#376996"
"1240",1240,"9","#5F758E"
"1241",1241,"8","#DB162F"
"1242",1242,"9","#5F758E"
"1243",1243,"4","#C09BD8"
"1244",1244,"6","#916C80"
"1245",1245,"7","#3B1F2B"
"1246",1246,"6","#916C80"
"1247",1247,"7","#3B1F2B"
"1248",1248,"8","#DB162F"
"1249",1249,"3","#815355"
"1250",1250,"7","#3B1F2B"
"1251",1251,"4","#C09BD8"
"1252",1252,"4","#C09BD8"
"1253",1253,"9","#5F758E"
"1254",1254,"4","#C09BD8"
"1255",1255,"4","#C09BD8"
"1256",1256,"8","#DB162F"
"1257",1257,"2","#C3B299"
"1258",1258,"5","#48284A"
"1259",1259,"5","#48284A"
"1260",1260,"3","#815355"
"1261",1261,"7","#3B1F2B"
"1262",1262,"9","#5F758E"
"1263",1263,"7","#3B1F2B"
"1264",1264,"7","#3B1F2B"
"1265",1265,"4","#C09BD8"
"1266",1266,"7","#3B1F2B"
"1267",1267,"2","#C3B299"
"1268",1268,"6","#916C80"
"1269",1269,"8","#DB162F"
"1270",1270,"4","#C09BD8"
"1271",1271,"7","#3B1F2B"
"1272",1272,"1","#376996"
"1273",1273,"0","#0B0033"
"1274",1274,"4","#C09BD8"
"1275",1275,"0","#0B0033"
"1276",1276,"4","#C09BD8"
"1277",1277,"7","#3B1F2B"
"1278",1278,"5","#48284A"
"1279",1279,"3","#815355"
"1280",1280,"4","#C09BD8"
"1281",1281,"6","#916C80"
"1282",1282,"4","#C09BD8"
"1283",1283,"6","#916C80"
"1284",1284,"2","#C3B299"
"1285",1285,"0","#0B0033"
"1286",1286,"8","#DB162F"
"1287",1287,"0","#0B0033"
"1288",1288,"4","#C09BD8"
"1289",1289,"6","#916C80"
"1290",1290,"6","#916C80"
"1291",1291,"8","#DB162F"
"1292",1292,"4","#C09BD8"
"1293",1293,"2","#C3B299"
"1294",1294,"5","#48284A"
"1295",1295,"9","#5F758E"
"1296",1296,"0","#0B0033"
"1297",1297,"6","#916C80"
"1298",1298,"9","#5F758E"
"1299",1299,"4","#C09BD8"
"1300",1300,"9","#5F758E"
"1301",1301,"1","#376996"
"1302",1302,"2","#C3B299"
"1303",1303,"9","#5F758E"
"1304",1304,"3","#815355"
"1305",1305,"3","#815355"
"1306",1306,"1","#376996"
"1307",1307,"3","#815355"
"1308",1308,"6","#916C80"
"1309",1309,"7","#3B1F2B"
"1310",1310,"7","#3B1F2B"
"1311",1311,"0","#0B0033"
"1312",1312,"2","#C3B299"
"1313",1313,"8","#DB162F"
"1314",1314,"9","#5F758E"
"1315",1315,"8","#DB162F"
"1316",1316,"9","#5F758E"
"1317",1317,"1","#376996"
"1318",1318,"5","#48284A"
"1319",1319,"2","#C3B299"
"1320",1320,"1","#376996"
"1321",1321,"0","#0B0033"
"1322",1322,"4","#C09BD8"
"1323",1323,"7","#3B1F2B"
"1324",1324,"5","#48284A"
"1325",1325,"2","#C3B299"
"1326",1326,"1","#376996"
"1327",1327,"6","#916C80"
"1328",1328,"2","#C3B299"
"1329",1329,"0","#0B0033"
"1330",1330,"5","#48284A"
"1331",1331,"6","#916C80"
"1332",1332,"9","#5F758E"
"1333",1333,"6","#916C80"
"1334",1334,"6","#916C80"
"1335",1335,"0","#0B0033"
"1336",1336,"2","#C3B299"
"1337",1337,"4","#C09BD8"
"1338",1338,"0","#0B0033"
"1339",1339,"5","#48284A"
"1340",1340,"8","#DB162F"
"1341",1341,"0","#0B0033"
"1342",1342,"3","#815355"
"1343",1343,"8","#DB162F"
"1344",1344,"1","#376996"
"1345",1345,"5","#48284A"
"1346",1346,"0","#0B0033"
"1347",1347,"1","#376996"
"1348",1348,"9","#5F758E"
"1349",1349,"3","#815355"
"1350",1350,"5","#48284A"
"1351",1351,"1","#376996"
"1352",1352,"1","#376996"
"1353",1353,"2","#C3B299"
"1354",1354,"5","#48284A"
"1355",1355,"3","#815355"
"1356",1356,"3","#815355"
"1357",1357,"8","#DB162F"
"1358",1358,"2","#C3B299"
"1359",1359,"4","#C09BD8"
"1360",1360,"3","#815355"
"1361",1361,"0","#0B0033"
"1362",1362,"0","#0B0033"
"1363",1363,"3","#815355"
"1364",1364,"5","#48284A"
"1365",1365,"5","#48284A"
"1366",1366,"8","#DB162F"
"1367",1367,"7","#3B1F2B"
"1368",1368,"6","#916C80"
"1369",1369,"4","#C09BD8"
"1370",1370,"0","#0B0033"
"1371",1371,"2","#C3B299"
"1372",1372,"4","#C09BD8"
"1373",1373,"7","#3B1F2B"
"1374",1374,"4","#C09BD8"
"1375",1375,"9","#5F758E"
"1376",1376,"6","#916C80"
"1377",1377,"4","#C09BD8"
"1378",1378,"7","#3B1F2B"
"1379",1379,"3","#815355"
"1380",1380,"2","#C3B299"
"1381",1381,"6","#916C80"
"1382",1382,"3","#815355"
"1383",1383,"9","#5F758E"
"1384",1384,"1","#376996"
"1385",1385,"4","#C09BD8"
"1386",1386,"1","#376996"
"1387",1387,"9","#5F758E"
"1388",1388,"9","#5F758E"
"1389",1389,"2","#C3B299"
"1390",1390,"7","#3B1F2B"
"1391",1391,"2","#C3B299"
"1392",1392,"6","#916C80"
"1393",1393,"0","#0B0033"
"1394",1394,"4","#C09BD8"
"1395",1395,"2","#C3B299"
"1396",1396,"6","#916C80"
"1397",1397,"9","#5F758E"
"1398",1398,"9","#5F758E"
"1399",1399,"2","#C3B299"
"1400",1400,"2","#C3B299"
"1401",1401,"7","#3B1F2B"
"1402",1402,"9","#5F758E"
"1403",1403,"6","#916C80"
"1404",1404,"7","#3B1F2B"
"1405",1405,"8","#DB162F"
"1406",1406,"2","#C3B299"
"1407",1407,"3","#815355"
"1408",1408,"5","#48284A"
"1409",1409,"4","#C09BD8"
"1410",1410,"7","#3B1F2B"
"1411",1411,"8","#DB162F"
"1412",1412,"1","#376996"
"1413",1413,"6","#916C80"
"1414",1414,"3","#815355"
"1415",1415,"6","#916C80"
"1416",1416,"0","#0B0033"
"1417",1417,"0","#0B0033"
"1418",1418,"9","#5F758E"
"1419",1419,"3","#815355"
"1420",1420,"4","#C09BD8"
"1421",1421,"1","#376996"
"1422",1422,"7","#3B1F2B"
"1423",1423,"2","#C3B299"
"1424",1424,"1","#376996"
"1425",1425,"6","#916C80"
"1426",1426,"4","#C09BD8"
"1427",1427,"1","#376996"
"1428",1428,"2","#C3B299"
"1429",1429,"1","#376996"
"1430",1430,"9","#5F758E"
"1431",1431,"9","#5F758E"
"1432",1432,"2","#C3B299"
"1433",1433,"4","#C09BD8"
"1434",1434,"5","#48284A"
"1435",1435,"8","#DB162F"
"1436",1436,"6","#916C80"
"1437",1437,"3","#815355"
"1438",1438,"1","#376996"
"1439",1439,"5","#48284A"
"1440",1440,"0","#0B0033"
"1441",1441,"3","#815355"
"1442",1442,"0","#0B0033"
"1443",1443,"2","#C3B299"
"1444",1444,"8","#DB162F"
"1445",1445,"6","#916C80"
"1446",1446,"1","#376996"
"1447",1447,"8","#DB162F"
"1448",1448,"2","#C3B299"
"1449",1449,"9","#5F758E"
"1450",1450,"7","#3B1F2B"
"1451",1451,"4","#C09BD8"
"1452",1452,"5","#48284A"
"1453",1453,"5","#48284A"
"1454",1454,"5","#48284A"
"1455",1455,"7","#3B1F2B"
"1456",1456,"0","#0B0033"
"1457",1457,"6","#916C80"
"1458",1458,"7","#3B1F2B"
"1459",1459,"4","#C09BD8"
"1460",1460,"9","#5F758E"
"1461",1461,"8","#DB162F"
"1462",1462,"3","#815355"
"1463",1463,"8","#DB162F"
"1464",1464,"5","#48284A"
"1465",1465,"0","#0B0033"
"1466",1466,"5","#48284A"
"1467",1467,"4","#C09BD8"
"1468",1468,"9","#5F758E"
"1469",1469,"4","#C09BD8"
"1470",1470,"5","#48284A"
"1471",1471,"8","#DB162F"
"1472",1472,"8","#DB162F"
"1473",1473,"5","#48284A"
"1474",1474,"8","#DB162F"
"1475",1475,"6","#916C80"
"1476",1476,"9","#5F758E"
"1477",1477,"2","#C3B299"
"1478",1478,"6","#916C80"
"1479",1479,"9","#5F758E"
"1480",1480,"9","#5F758E"
"1481",1481,"5","#48284A"
"1482",1482,"6","#916C80"
"1483",1483,"9","#5F758E"
"1484",1484,"0","#0B0033"
"1485",1485,"9","#5F758E"
"1486",1486,"2","#C3B299"
"1487",1487,"7","#3B1F2B"
"1488",1488,"2","#C3B299"
"1489",1489,"1","#376996"
"1490",1490,"0","#0B0033"
"1491",1491,"7","#3B1F2B"
"1492",1492,"9","#5F758E"
"1493",1493,"7","#3B1F2B"
"1494",1494,"5","#48284A"
"1495",1495,"0","#0B0033"
"1496",1496,"9","#5F758E"
"1497",1497,"3","#815355"
"1498",1498,"0","#0B0033"
"1499",1499,"2","#C3B299"
"1500",1500,"9","#5F758E"
"1501",1501,"5","#48284A"
"1502",1502,"5","#48284A"
"1503",1503,"3","#815355"
"1504",1504,"2","#C3B299"
"1505",1505,"1","#376996"
"1506",1506,"1","#376996"
"1507",1507,"6","#916C80"
"1508",1508,"5","#48284A"
"1509",1509,"3","#815355"
"1510",1510,"4","#C09BD8"
"1511",1511,"4","#C09BD8"
"1512",1512,"9","#5F758E"
"1513",1513,"8","#DB162F"
"1514",1514,"7","#3B1F2B"
"1515",1515,"2","#C3B299"
"1516",1516,"0","#0B0033"
"1517",1517,"2","#C3B299"
"1518",1518,"7","#3B1F2B"
"1519",1519,"5","#48284A"
"1520",1520,"5","#48284A"
"1521",1521,"9","#5F758E"
"1522",1522,"6","#916C80"
"1523",1523,"0","#0B0033"
"1524",1524,"2","#C3B299"
"1525",1525,"3","#815355"
"1526",1526,"6","#916C80"
"1527",1527,"4","#C09BD8"
"1528",1528,"8","#DB162F"
"1529",1529,"0","#0B0033"
"1530",1530,"6","#916C80"
"1531",1531,"6","#916C80"
"1532",1532,"5","#48284A"
"1533",1533,"4","#C09BD8"
"1534",1534,"9","#5F758E"
"1535",1535,"9","#5F758E"
"1536",1536,"1","#376996"
"1537",1537,"1","#376996"
"1538",1538,"9","#5F758E"
"1539",1539,"8","#DB162F"
"1540",1540,"8","#DB162F"
"1541",1541,"1","#376996"
"1542",1542,"8","#DB162F"
"1543",1543,"3","#815355"
"1544",1544,"4","#C09BD8"
"1545",1545,"7","#3B1F2B"
"1546",1546,"9","#5F758E"
"1547",1547,"7","#3B1F2B"
"1548",1548,"7","#3B1F2B"
"1549",1549,"5","#48284A"
"1550",1550,"3","#815355"
"1551",1551,"5","#48284A"
"1552",1552,"6","#916C80"
"1553",1553,"6","#916C80"
"1554",1554,"3","#815355"
"1555",1555,"6","#916C80"
"1556",1556,"9","#5F758E"
"1557",1557,"8","#DB162F"
"1558",1558,"0","#0B0033"
"1559",1559,"7","#3B1F2B"
"1560",1560,"4","#C09BD8"
"1561",1561,"2","#C3B299"
"1562",1562,"6","#916C80"
"1563",1563,"5","#48284A"
"1564",1564,"4","#C09BD8"
"1565",1565,"2","#C3B299"
"1566",1566,"5","#48284A"
"1567",1567,"2","#C3B299"
"1568",1568,"7","#3B1F2B"
"1569",1569,"8","#DB162F"
"1570",1570,"6","#916C80"
"1571",1571,"2","#C3B299"
"1572",1572,"5","#48284A"
"1573",1573,"5","#48284A"
"1574",1574,"1","#376996"
"1575",1575,"8","#DB162F"
"1576",1576,"1","#376996"
"1577",1577,"8","#DB162F"
"1578",1578,"4","#C09BD8"
"1579",1579,"1","#376996"
"1580",1580,"7","#3B1F2B"
"1581",1581,"5","#48284A"
"1582",1582,"7","#3B1F2B"
"1583",1583,"4","#C09BD8"
"1584",1584,"6","#916C80"
"1585",1585,"7","#3B1F2B"
"1586",1586,"2","#C3B299"
"1587",1587,"8","#DB162F"
"1588",1588,"9","#5F758E"
"1589",1589,"0","#0B0033"
"1590",1590,"9","#5F758E"
"1591",1591,"7","#3B1F2B"
"1592",1592,"7","#3B1F2B"
"1593",1593,"7","#3B1F2B"
"1594",1594,"7","#3B1F2B"
"1595",1595,"2","#C3B299"
"1596",1596,"7","#3B1F2B"
"1597",1597,"9","#5F758E"
"1598",1598,"3","#815355"
"1599",1599,"8","#DB162F"
"1600",1600,"0","#0B0033"
"1601",1601,"0","#0B0033"
"1602",1602,"0","#0B0033"
"1603",1603,"8","#DB162F"
"1604",1604,"1","#376996"
"1605",1605,"6","#916C80"
"1606",1606,"4","#C09BD8"
"1607",1607,"7","#3B1F2B"
"1608",1608,"0","#0B0033"
"1609",1609,"6","#916C80"
"1610",1610,"0","#0B0033"
"1611",1611,"0","#0B0033"
"1612",1612,"1","#376996"
"1613",1613,"6","#916C80"
"1614",1614,"1","#376996"
"1615",1615,"4","#C09BD8"
"1616",1616,"5","#48284A"
"1617",1617,"2","#C3B299"
"1618",1618,"4","#C09BD8"
"1619",1619,"9","#5F758E"
"1620",1620,"1","#376996"
"1621",1621,"9","#5F758E"
"1622",1622,"2","#C3B299"
"1623",1623,"1","#376996"
"1624",1624,"7","#3B1F2B"
"1625",1625,"3","#815355"
"1626",1626,"2","#C3B299"
"1627",1627,"1","#376996"
"1628",1628,"7","#3B1F2B"
"1629",1629,"2","#C3B299"
"1630",1630,"1","#376996"
"1631",1631,"4","#C09BD8"
"1632",1632,"7","#3B1F2B"
"1633",1633,"7","#3B1F2B"
"1634",1634,"2","#C3B299"
"1635",1635,"3","#815355"
"1636",1636,"5","#48284A"
"1637",1637,"0","#0B0033"
"1638",1638,"1","#376996"
"1639",1639,"4","#C09BD8"
"1640",1640,"1","#376996"
"1641",1641,"4","#C09BD8"
"1642",1642,"4","#C09BD8"
"1643",1643,"1","#376996"
"1644",1644,"9","#5F758E"
"1645",1645,"7","#3B1F2B"
"1646",1646,"3","#815355"
"1647",1647,"5","#48284A"
"1648",1648,"6","#916C80"
"1649",1649,"8","#DB162F"
"1650",1650,"5","#48284A"
"1651",1651,"4","#C09BD8"
"1652",1652,"8","#DB162F"
"1653",1653,"1","#376996"
"1654",1654,"6","#916C80"
"1655",1655,"1","#376996"
"1656",1656,"3","#815355"
"1657",1657,"6","#916C80"
"1658",1658,"1","#376996"
"1659",1659,"1","#376996"
"1660",1660,"5","#48284A"
"1661",1661,"7","#3B1F2B"
"1662",1662,"3","#815355"
"1663",1663,"5","#48284A"
"1664",1664,"2","#C3B299"
"1665",1665,"5","#48284A"
"1666",1666,"5","#48284A"
"1667",1667,"2","#C3B299"
"1668",1668,"1","#376996"
"1669",1669,"3","#815355"
"1670",1670,"3","#815355"
"1671",1671,"4","#C09BD8"
"1672",1672,"7","#3B1F2B"
"1673",1673,"5","#48284A"
"1674",1674,"7","#3B1F2B"
"1675",1675,"4","#C09BD8"
"1676",1676,"1","#376996"
"1677",1677,"8","#DB162F"
"1678",1678,"4","#C09BD8"
"1679",1679,"9","#5F758E"
"1680",1680,"4","#C09BD8"
"1681",1681,"6","#916C80"
"1682",1682,"8","#DB162F"
"1683",1683,"4","#C09BD8"
"1684",1684,"3","#815355"
"1685",1685,"8","#DB162F"
"1686",1686,"5","#48284A"
"1687",1687,"2","#C3B299"
"1688",1688,"3","#815355"
"1689",1689,"3","#815355"
"1690",1690,"2","#C3B299"
"1691",1691,"3","#815355"
"1692",1692,"9","#5F758E"
"1693",1693,"0","#0B0033"
"1694",1694,"7","#3B1F2B"
"1695",1695,"3","#815355"
"1696",1696,"9","#5F758E"
"1697",1697,"4","#C09BD8"
"1698",1698,"1","#376996"
"1699",1699,"4","#C09BD8"
"1700",1700,"3","#815355"
"1701",1701,"3","#815355"
"1702",1702,"3","#815355"
"1703",1703,"4","#C09BD8"
"1704",1704,"5","#48284A"
"1705",1705,"4","#C09BD8"
"1706",1706,"7","#3B1F2B"
"1707",1707,"7","#3B1F2B"
"1708",1708,"6","#916C80"
"1709",1709,"2","#C3B299"
"1710",1710,"4","#C09BD8"
"1711",1711,"1","#376996"
"1712",1712,"6","#916C80"
"1713",1713,"8","#DB162F"
"1714",1714,"6","#916C80"
"1715",1715,"2","#C3B299"
"1716",1716,"5","#48284A"
"1717",1717,"1","#376996"
"1718",1718,"8","#DB162F"
"1719",1719,"9","#5F758E"
"1720",1720,"8","#DB162F"
"1721",1721,"3","#815355"
"1722",1722,"5","#48284A"
"1723",1723,"6","#916C80"
"1724",1724,"9","#5F758E"
"1725",1725,"4","#C09BD8"
"1726",1726,"8","#DB162F"
"1727",1727,"5","#48284A"
"1728",1728,"5","#48284A"
"1729",1729,"6","#916C80"
"1730",1730,"2","#C3B299"
"1731",1731,"0","#0B0033"
"1732",1732,"9","#5F758E"
"1733",1733,"9","#5F758E"
"1734",1734,"2","#C3B299"
"1735",1735,"1","#376996"
"1736",1736,"9","#5F758E"
"1737",1737,"2","#C3B299"
"1738",1738,"2","#C3B299"
"1739",1739,"2","#C3B299"
"1740",1740,"1","#376996"
"1741",1741,"8","#DB162F"
"1742",1742,"4","#C09BD8"
"1743",1743,"2","#C3B299"
"1744",1744,"7","#3B1F2B"
"1745",1745,"2","#C3B299"
"1746",1746,"5","#48284A"
"1747",1747,"5","#48284A"
"1748",1748,"0","#0B0033"
"1749",1749,"2","#C3B299"
"1750",1750,"5","#48284A"
"1751",1751,"4","#C09BD8"
"1752",1752,"2","#C3B299"
"1753",1753,"5","#48284A"
"1754",1754,"6","#916C80"
"1755",1755,"8","#DB162F"
"1756",1756,"8","#DB162F"
"1757",1757,"7","#3B1F2B"
"1758",1758,"6","#916C80"
"1759",1759,"7","#3B1F2B"
"1760",1760,"1","#376996"
"1761",1761,"7","#3B1F2B"
"1762",1762,"9","#5F758E"
"1763",1763,"0","#0B0033"
"1764",1764,"4","#C09BD8"
"1765",1765,"9","#5F758E"
"1766",1766,"4","#C09BD8"
"1767",1767,"6","#916C80"
"1768",1768,"0","#0B0033"
"1769",1769,"1","#376996"
"1770",1770,"6","#916C80"
"1771",1771,"5","#48284A"
"1772",1772,"3","#815355"
"1773",1773,"4","#C09BD8"
"1774",1774,"6","#916C80"
"1775",1775,"6","#916C80"
"1776",1776,"8","#DB162F"
"1777",1777,"0","#0B0033"
"1778",1778,"4","#C09BD8"
"1779",1779,"9","#5F758E"
"1780",1780,"8","#DB162F"
"1781",1781,"8","#DB162F"
"1782",1782,"6","#916C80"
"1783",1783,"2","#C3B299"
"1784",1784,"7","#3B1F2B"
"1785",1785,"2","#C3B299"
"1786",1786,"3","#815355"
"1787",1787,"2","#C3B299"
"1788",1788,"7","#3B1F2B"
"1789",1789,"9","#5F758E"
"1790",1790,"1","#376996"
"1791",1791,"7","#3B1F2B"
"1792",1792,"8","#DB162F"
"1793",1793,"6","#916C80"
"1794",1794,"0","#0B0033"
"1795",1795,"8","#DB162F"
"1796",1796,"5","#48284A"
